cyclomatic_complexity,cognitive_complexity,lines_of_code,comment_ratio,function_count,class_count,max_nesting_depth,avg_function_length,parameters_per_function,halstead_difficulty,halstead_effort,halstead_volume,maintainability_index,duplicate_ratio,coupling_score,import_count,has_error_handling,has_type_hints,test_coverage,has_bug
44,4,705,0.498,3,8,4,14.8,4.5,76.31,128875.94,941.84,41.19,0.023,14.8,22,0,0,75.8,1
16,2,1158,0.09,8,7,7,20.0,1.9,95.18,197039.89,2759.9,53.8,0.264,6.8,14,1,0,67.2,1
10,45,1088,0.047,24,7,4,24.6,4.9,18.51,324594.48,6248.24,56.63,0.035,19.4,4,0,0,42.0,1
14,36,898,0.277,14,9,4,30.6,5.3,53.06,469345.97,6929.97,65.22,0.056,14.1,9,1,0,10.6,1
8,38,985,0.459,12,10,2,22.4,6.8,60.18,133540.18,3180.87,49.98,0.29,10.6,22,0,0,59.0,1
13,68,491,0.187,13,9,6,5.2,2.3,84.01,499781.9,6121.4,74.5,0.364,2.8,21,1,0,29.9,1
12,32,1314,0.089,13,4,5,71.3,1.9,57.67,95602.43,3320.86,30.79,0.038,11.5,7,0,0,93.8,1
28,21,1719,0.314,3,3,2,46.6,4.0,19.52,430538.82,1149.34,65.62,0.095,1.1,10,1,1,57.1,1
30,37,891,0.06,9,7,3,67.9,1.7,84.01,417082.02,8877.63,38.42,0.219,17.9,2,1,0,39.9,1
14,37,40,0.43,1,9,7,72.1,4.4,39.89,61594.37,8796.47,46.29,0.387,19.2,4,0,1,5.6,1
47,2,551,0.328,29,9,4,57.3,0.2,28.4,47948.83,9153.38,12.52,0.262,17.1,11,0,0,52.8,1
49,48,116,0.247,9,8,3,78.3,3.9,6.54,151638.64,8402.86,43.28,0.173,1.8,22,1,0,13.5,1
7,49,1229,0.425,8,1,3,40.5,6.1,92.87,217538.11,1733.15,55.55,0.366,3.6,10,0,1,61.3,1
43,63,1184,0.232,18,0,8,55.7,3.6,14.95,18212.96,6965.25,95.94,0.292,8.8,9,0,0,98.4,1
45,5,1277,0.031,28,9,7,26.1,1.1,71.97,168077.97,7319.4,75.68,0.246,0.0,1,0,1,88.1,1
29,18,309,0.166,22,3,0,13.2,6.1,67.32,191160.09,176.14,74.45,0.033,19.1,1,1,1,5.0,1
31,32,434,0.134,22,6,8,44.3,1.7,73.19,84061.98,884.23,79.23,0.297,15.2,10,0,0,70.4,1
48,41,481,0.183,24,3,0,86.2,5.2,69.3,258731.8,5442.93,50.95,0.034,13.7,17,0,0,45.1,1
13,22,793,0.434,19,6,6,34.2,5.9,67.83,90351.03,8224.69,12.18,0.174,6.5,9,0,1,7.4,1
5,80,1826,0.335,28,3,5,98.9,6.4,74.64,81419.03,2207.58,50.11,0.332,16.2,21,1,1,14.1,1
7,76,676,0.047,13,5,4,6.9,2.9,89.6,8899.35,3513.75,66.44,0.373,9.1,27,0,1,82.0,1
10,67,694,0.379,22,6,4,35.8,2.5,3.8,30055.51,8031.17,88.3,0.138,9.2,19,1,1,15.8,1
26,65,487,0.087,12,4,2,48.7,5.7,76.95,293043.36,9030.06,39.34,0.29,1.1,18,1,1,8.4,1
23,10,232,0.384,22,4,0,7.0,2.5,3.52,445849.02,6929.66,37.3,0.204,13.2,27,0,0,36.2,1
14,58,122,0.121,2,3,4,67.9,7.8,66.44,264964.67,5352.56,19.06,0.123,11.1,3,1,0,33.4,1
37,73,1281,0.178,25,10,2,38.5,2.9,66.71,168775.27,5056.49,52.95,0.145,2.9,29,0,0,44.2,1
8,31,1363,0.225,1,8,0,73.9,7.4,9.0,3346.8,1763.43,36.28,0.065,12.6,26,0,1,66.1,1
43,79,731,0.326,11,8,5,89.8,5.3,12.41,401443.19,5452.2,19.73,0.121,1.7,16,0,1,75.4,1
12,20,1136,0.25,27,2,8,3.0,3.4,83.99,270937.53,4982.15,46.31,0.009,3.2,24,0,1,44.6,1
24,4,1167,0.184,21,3,7,35.6,5.7,88.63,85064.31,3951.28,62.6,0.257,11.5,25,0,0,16.1,1
33,72,1630,0.363,30,10,4,14.8,4.9,3.21,413161.82,5274.11,47.48,0.098,10.0,24,1,1,69.7,1
19,20,329,0.371,26,3,1,69.6,2.4,32.22,361233.48,6269.24,74.34,0.203,19.5,11,0,1,10.2,1
38,56,488,0.142,30,4,5,19.7,3.3,69.12,149110.02,4430.67,72.19,0.326,6.3,25,0,1,45.8,1
24,63,686,0.378,11,3,8,28.2,3.8,2.98,218851.58,4761.43,21.6,0.472,17.7,5,1,0,68.8,1
38,3,1007,0.184,2,9,3,91.2,0.8,28.83,447156.08,8173.85,60.09,0.007,13.9,3,1,0,59.2,1
48,67,1930,0.215,9,3,0,35.5,0.9,17.08,359115.27,7896.25,56.9,0.035,2.5,12,0,0,41.7,1
27,56,427,0.232,10,9,3,87.2,1.9,54.85,408684.41,4898.9,31.72,0.334,19.7,8,1,0,68.3,1
48,28,1715,0.415,29,8,6,78.9,6.9,21.01,424308.88,4726.72,30.08,0.24,0.3,18,0,0,31.9,1
10,25,1423,0.207,29,6,8,5.1,2.9,34.79,204142.74,6007.13,34.83,0.252,3.7,0,1,1,15.6,1
33,4,1778,0.258,14,2,1,54.4,3.3,86.29,75103.62,4184.66,19.6,0.147,8.1,4,1,1,20.8,1
24,56,478,0.157,10,9,6,83.6,1.5,19.23,237377.66,6880.75,19.47,0.429,2.2,29,1,0,39.0,1
33,74,296,0.194,13,0,0,48.6,4.4,99.1,145846.65,7437.06,17.45,0.269,17.2,10,0,0,87.9,1
35,35,494,0.458,6,4,6,83.9,1.7,4.52,413511.01,6648.85,55.76,0.277,18.7,6,1,0,98.3,1
2,23,1988,0.303,18,5,4,58.8,6.2,47.07,304109.16,2425.4,65.84,0.409,15.7,27,1,1,10.7,1
24,38,431,0.177,24,5,3,70.0,6.5,47.75,47617.76,106.04,17.65,0.319,7.8,23,0,0,50.7,1
42,35,1682,0.001,5,5,2,48.2,7.8,7.12,215314.31,8905.83,14.36,0.398,18.1,16,0,1,65.3,1
36,21,566,0.316,26,9,6,20.8,7.7,31.69,490845.18,3051.29,47.94,0.168,6.9,4,1,0,88.8,1
13,11,429,0.198,18,8,0,65.1,6.7,50.17,51396.51,2581.4,99.64,0.241,5.0,2,0,0,99.4,1
21,13,1550,0.235,17,7,5,78.9,3.2,84.5,88584.8,3843.22,55.29,0.171,8.7,1,0,0,94.2,1
15,51,874,0.283,17,3,1,41.2,4.7,56.64,142275.45,5549.77,52.11,0.197,19.4,12,0,1,71.0,1
2,6,850,0.198,7,7,6,57.9,4.8,85.85,488791.2,4769.46,67.36,0.235,2.2,11,0,0,28.9,1
4,22,1580,0.39,7,2,1,66.5,5.8,14.06,412689.47,6511.71,82.73,0.092,9.6,18,0,1,43.7,1
44,12,1236,0.184,11,4,2,37.9,5.8,63.26,71729.61,8832.12,56.2,0.389,19.7,29,0,1,49.5,1
15,70,622,0.093,3,7,8,4.5,2.8,29.17,399715.54,7123.85,30.85,0.404,3.7,14,0,1,52.0,1
9,33,1092,0.125,27,7,8,78.0,7.5,28.7,245083.04,7579.21,93.8,0.494,4.8,22,0,1,48.5,1
17,62,1811,0.432,10,5,2,32.2,1.3,48.87,457407.7,3844.7,70.41,0.157,5.2,12,1,0,97.5,1
19,3,145,0.142,24,10,1,30.0,7.7,30.11,233387.4,8922.71,95.13,0.164,9.6,9,1,0,23.9,1
35,0,448,0.477,24,10,4,59.6,0.9,33.95,473016.28,3523.34,44.95,0.233,14.9,17,0,1,95.6,1
3,40,1186,0.029,15,0,2,55.9,3.2,78.1,110849.72,1152.23,97.65,0.182,7.4,13,0,1,49.6,1
28,27,1616,0.332,20,0,0,93.9,2.8,18.68,190053.55,702.24,66.15,0.425,10.3,1,1,1,44.9,1
14,70,253,0.321,12,9,6,14.7,7.6,72.66,279812.23,3035.71,52.97,0.086,1.8,3,0,0,17.3,1
17,3,158,0.114,13,7,5,13.2,3.9,94.82,131162.62,4964.15,89.26,0.256,3.4,30,0,0,32.4,1
5,27,1186,0.02,16,2,5,52.3,0.7,45.23,416158.19,6246.47,60.09,0.067,11.2,30,1,1,18.6,1
17,57,662,0.061,24,7,0,56.7,2.4,65.15,94620.13,2147.15,94.03,0.498,8.2,27,1,0,49.4,1
13,30,215,0.229,14,0,4,83.0,5.7,73.17,26424.15,2925.36,48.21,0.325,12.0,11,0,0,59.4,1
29,73,479,0.07,1,6,5,41.9,1.0,89.2,415312.35,8108.82,61.82,0.112,5.5,28,1,0,76.8,1
15,43,726,0.096,5,6,6,81.6,2.0,25.15,4818.56,277.54,90.37,0.158,11.3,16,0,1,8.2,1
2,46,1357,0.354,18,8,2,7.0,3.6,4.67,196192.78,4176.36,96.37,0.403,8.9,0,1,0,40.6,1
35,17,1178,0.466,1,6,1,17.7,4.6,86.86,400622.74,9757.07,25.07,0.258,11.9,25,1,1,2.7,1
8,59,848,0.376,13,8,1,90.1,5.5,45.8,69781.16,4173.38,84.87,0.05,11.4,18,1,0,11.2,1
40,6,1642,0.275,5,1,2,13.6,2.0,70.3,248099.5,9427.65,14.6,0.37,17.8,2,1,0,9.9,1
31,18,549,0.195,27,8,0,47.2,2.5,88.88,255397.09,8268.83,20.81,0.352,4.7,4,1,0,57.4,1
26,79,464,0.165,7,3,1,11.1,5.4,58.88,131857.09,6993.52,50.2,0.057,13.9,21,1,0,99.4,1
2,52,1109,0.455,23,3,4,65.6,6.0,59.65,270529.81,2234.81,13.31,0.486,8.4,4,0,0,61.1,1
13,67,840,0.498,29,8,4,54.5,0.3,23.98,346765.31,226.33,42.5,0.096,15.7,8,1,0,1.2,1
49,76,85,0.072,3,1,6,99.5,5.6,13.42,40263.63,8680.35,62.67,0.278,13.1,7,1,0,0.9,1
4,31,649,0.007,3,6,8,21.1,7.9,25.24,472504.1,9843.55,26.99,0.073,19.0,25,0,1,11.2,1
36,64,384,0.339,21,8,5,85.3,2.5,8.66,473168.94,2347.69,41.3,0.364,3.2,10,1,1,94.9,1
22,41,93,0.479,16,1,6,25.9,3.2,79.69,11144.87,2510.37,91.29,0.049,17.5,17,0,1,4.3,1
2,26,751,0.218,3,7,0,69.4,3.3,52.72,94562.45,4433.35,49.72,0.1,8.4,4,0,0,22.2,1
11,14,205,0.278,14,7,1,92.7,0.3,46.73,441721.64,3390.07,43.7,0.464,5.9,0,0,1,56.2,1
4,62,298,0.488,10,10,3,92.1,6.7,36.96,114828.2,7134.94,21.67,0.198,5.4,5,0,0,15.3,1
35,38,425,0.361,4,9,0,44.8,1.5,8.42,57310.23,1534.5,64.47,0.252,18.9,10,1,1,16.5,1
47,2,1266,0.122,29,5,4,58.3,0.2,84.45,490144.29,3586.63,53.16,0.327,11.0,13,1,0,25.2,1
6,0,273,0.065,14,6,6,71.5,6.5,75.01,149839.0,9923.09,12.75,0.203,2.2,18,1,1,59.7,1
15,29,436,0.392,12,10,4,17.4,7.0,45.08,66732.36,2864.84,47.22,0.244,10.6,0,1,1,75.6,1
46,63,1615,0.318,3,4,0,57.8,2.2,93.34,261255.77,6979.23,65.09,0.238,4.9,15,0,1,1.6,1
4,78,1417,0.286,11,4,8,81.1,6.6,61.37,177665.9,5891.46,41.75,0.107,17.5,9,1,1,12.8,1
31,1,359,0.248,23,5,8,93.6,7.1,28.19,453295.69,3596.2,72.85,0.378,5.9,15,0,1,0.6,1
22,35,182,0.306,22,4,0,52.0,0.5,89.2,279344.43,2767.66,58.67,0.267,11.4,26,1,1,14.2,1
8,27,1007,0.184,14,0,0,84.8,2.1,84.57,262912.62,9545.12,87.4,0.341,6.9,30,0,1,28.4,1
26,32,572,0.197,11,1,8,62.7,1.0,17.75,107456.34,9130.1,99.06,0.331,11.1,13,0,1,43.7,1
48,73,1005,0.143,5,3,4,15.0,5.0,16.08,362062.18,3381.32,35.19,0.143,12.7,15,1,0,89.6,1
27,53,1999,0.203,11,9,0,40.9,3.2,62.06,135508.89,8783.83,62.04,0.054,18.6,16,0,1,40.3,1
34,35,1987,0.126,16,3,2,84.7,1.1,68.6,473304.98,5758.14,67.67,0.416,12.7,3,0,0,22.6,1
14,70,752,0.209,12,1,4,3.4,6.1,98.01,59066.71,5611.05,33.1,0.196,10.3,18,1,0,22.6,1
2,74,1464,0.24,1,1,3,74.7,3.8,79.36,253546.5,514.34,14.67,0.291,14.6,8,1,1,12.7,1
15,49,961,0.018,29,9,6,76.8,6.8,17.38,240856.35,540.06,73.36,0.3,10.1,22,0,0,19.8,1
7,10,1075,0.492,8,9,6,83.3,2.7,49.25,422261.66,826.85,73.93,0.064,6.3,3,0,1,67.5,1
47,41,752,0.133,30,8,3,20.2,2.0,76.83,36112.93,6256.68,75.52,0.485,9.7,23,1,0,79.0,1
50,17,985,0.098,19,2,3,86.6,4.2,10.46,402357.78,780.05,94.3,0.379,3.5,4,0,0,12.5,1
6,13,1796,0.038,4,6,1,13.7,1.0,46.08,10220.13,3869.53,43.59,0.205,17.9,7,1,1,16.8,1
32,22,763,0.455,16,6,3,53.1,8.0,20.83,93123.52,788.87,46.72,0.352,8.1,13,1,1,1.7,1
36,43,28,0.172,13,6,6,39.4,1.6,86.14,14695.48,1790.46,88.85,0.326,12.5,16,0,0,95.0,1
48,9,996,0.494,5,0,1,58.7,2.9,96.11,177089.22,5822.18,40.53,0.409,18.7,0,0,0,8.6,1
50,72,1501,0.481,21,9,2,52.3,3.0,66.78,152164.24,8378.47,35.56,0.09,0.7,7,0,0,6.7,1
13,56,1979,0.396,30,1,1,52.5,0.2,83.89,86996.48,4579.45,39.08,0.155,3.3,18,0,1,73.6,1
47,6,321,0.442,9,5,3,55.5,7.2,38.49,69954.05,6294.75,88.16,0.072,3.7,3,0,0,89.4,1
32,3,844,0.281,16,6,6,48.0,3.6,65.53,380608.86,7052.8,66.54,0.103,12.4,2,0,1,13.7,1
31,33,904,0.266,29,10,7,62.9,7.4,67.83,148173.78,9593.57,21.32,0.069,3.6,10,0,1,96.2,1
11,10,1354,0.19,10,0,6,58.3,7.3,24.05,435475.44,5641.62,98.21,0.281,9.2,12,0,0,96.9,1
15,21,538,0.039,17,6,3,49.2,6.4,62.54,413282.29,4341.22,82.39,0.046,13.6,17,1,1,69.5,1
1,22,1654,0.023,21,7,5,32.8,2.6,21.42,181988.2,1463.1,51.81,0.242,3.5,8,1,0,0.2,1
32,67,995,0.45,1,0,3,4.1,1.0,69.57,245754.83,5728.72,71.09,0.421,14.5,4,1,0,13.3,1
38,65,1517,0.045,11,0,3,24.5,1.1,39.26,48173.75,67.2,59.32,0.207,10.6,27,0,1,39.2,1
6,25,608,0.04,21,8,5,25.7,3.6,82.76,53435.03,1428.51,39.97,0.432,1.5,5,0,1,33.8,1
48,75,1479,0.5,13,9,2,9.6,2.1,25.25,490567.87,7672.04,43.19,0.15,16.5,9,1,0,64.7,1
16,11,1024,0.101,20,0,4,78.2,1.0,73.05,249815.67,9640.67,48.28,0.3,14.7,23,0,1,70.4,1
48,66,1061,0.081,14,1,2,87.1,6.1,64.65,151236.28,6997.71,65.41,0.397,19.9,12,0,1,69.4,1
35,71,1057,0.039,28,8,1,31.6,1.4,60.83,401410.62,3426.31,65.93,0.142,0.5,30,0,1,66.3,1
5,74,1005,0.484,29,1,0,55.9,3.1,70.21,147757.35,6143.14,70.89,0.364,11.6,10,0,1,86.5,1
21,3,1158,0.306,20,9,8,8.6,4.7,85.14,119815.49,9402.67,37.62,0.387,6.7,28,0,0,85.2,1
39,39,915,0.397,11,4,8,7.8,1.5,3.83,303047.11,3930.3,60.89,0.009,12.3,19,0,1,77.4,1
14,42,488,0.29,18,1,1,3.3,4.1,80.3,412008.08,1106.23,96.93,0.218,8.3,14,0,1,72.6,1
32,3,982,0.241,19,4,0,97.5,4.1,88.91,44928.05,5427.92,91.65,0.032,17.0,8,0,1,95.9,1
23,45,341,0.054,5,2,1,83.7,4.0,45.02,186856.97,6098.95,19.13,0.184,6.3,19,0,1,18.9,1
13,26,1736,0.457,21,10,0,5.2,1.5,74.59,414192.85,5144.89,58.71,0.33,12.1,5,1,1,86.9,1
38,25,1599,0.446,25,7,7,75.9,4.0,78.73,267721.01,6337.94,72.9,0.162,7.8,12,1,1,60.4,1
15,0,1923,0.102,22,2,5,18.7,0.1,51.82,37610.31,6172.84,13.76,0.035,17.0,12,1,1,5.3,1
18,79,1441,0.455,11,7,0,58.7,6.5,56.0,217885.25,818.9,83.01,0.121,5.7,1,1,1,32.4,1
29,70,531,0.151,19,1,6,65.0,7.8,37.43,64133.03,9938.83,58.17,0.123,6.7,3,1,0,6.7,1
9,43,1468,0.095,24,9,1,76.9,1.6,79.51,63344.81,9836.88,15.88,0.164,17.0,9,0,0,88.5,1
30,5,281,0.099,19,3,1,63.4,2.6,63.22,159206.13,2690.6,19.58,0.188,10.2,21,0,1,4.9,1
28,32,170,0.461,19,6,6,87.5,6.5,83.14,311792.33,9849.67,58.69,0.087,9.5,14,0,1,44.5,1
15,42,663,0.031,5,6,4,77.1,0.0,18.29,332249.81,4584.88,37.65,0.394,12.1,19,1,0,16.0,1
22,41,631,0.26,3,9,2,55.7,4.3,24.24,94882.65,5415.95,83.59,0.114,16.1,23,0,0,98.2,1
35,49,879,0.29,25,9,4,13.9,7.3,53.32,212984.55,5241.37,97.17,0.153,14.6,5,0,0,33.9,1
15,17,699,0.455,2,7,3,51.5,4.4,89.85,459603.5,8938.96,34.48,0.133,9.3,9,0,1,25.4,1
17,42,1506,0.326,23,3,0,10.8,2.4,3.81,251524.15,9977.15,80.79,0.119,5.0,28,1,1,73.1,1
34,41,1937,0.156,29,4,1,47.5,6.9,25.94,278158.09,989.86,49.32,0.23,2.0,10,0,1,54.4,1
42,70,789,0.356,28,1,8,68.5,1.6,52.75,345491.98,1351.42,34.03,0.317,0.8,5,0,0,9.2,1
17,1,797,0.145,3,5,3,99.0,0.1,16.41,309342.08,274.81,59.89,0.277,0.7,14,1,0,4.5,1
33,41,674,0.331,22,5,2,38.1,7.5,47.07,115367.72,6119.69,65.04,0.339,4.8,1,1,0,89.7,1
8,0,1985,0.227,27,10,8,22.4,0.5,85.01,81380.13,1754.09,47.37,0.281,7.1,1,1,0,84.5,1
47,50,1937,0.252,22,6,1,33.4,0.6,67.25,323369.16,9029.4,65.16,0.371,2.3,14,1,1,51.8,1
1,74,1231,0.413,24,10,2,25.4,0.1,49.28,125851.88,2594.06,28.13,0.384,8.6,27,0,0,95.2,1
37,75,558,0.01,21,10,6,80.2,5.8,51.09,375460.22,6122.69,37.76,0.072,12.9,16,1,1,36.8,1
46,40,809,0.206,11,9,0,77.2,2.1,20.55,431852.85,6615.11,44.34,0.129,19.6,18,1,1,96.8,1
45,6,214,0.259,4,8,4,81.4,7.8,58.19,491832.24,744.7,75.43,0.097,9.8,20,0,0,9.9,1
34,76,504,0.298,7,9,7,23.5,2.6,73.77,121576.68,1882.53,69.14,0.019,1.8,6,1,1,32.6,1
30,19,1491,0.281,24,0,0,42.6,2.5,33.21,24247.03,3278.24,15.8,0.192,8.6,16,0,1,45.7,1
36,44,619,0.416,24,6,5,91.2,5.5,59.07,86346.18,5341.74,12.52,0.072,5.2,29,0,1,93.6,1
41,38,1818,0.311,25,10,0,31.9,6.6,28.08,480941.77,1608.06,57.98,0.15,19.8,3,0,1,3.3,1
25,24,1113,0.388,4,4,3,96.3,2.3,58.35,427022.61,9168.98,52.47,0.116,15.6,5,0,1,73.7,1
32,48,1566,0.053,14,6,6,66.9,3.6,20.74,143356.62,2332.94,18.16,0.345,6.6,9,0,0,86.5,1
46,70,1659,0.09,30,0,5,37.7,1.6,28.64,192520.32,5530.14,32.39,0.285,6.6,16,1,1,74.4,1
35,20,1412,0.486,15,4,2,32.7,1.1,20.09,363433.21,5861.24,25.38,0.142,10.6,20,1,0,23.8,1
10,13,1938,0.138,17,8,5,87.9,4.4,17.93,483492.74,4425.71,63.62,0.369,16.7,8,0,0,98.8,1
2,64,1876,0.068,26,9,4,13.2,1.7,39.3,103166.42,4657.02,50.97,0.419,0.4,6,0,0,55.1,1
33,22,1928,0.113,27,5,4,99.9,5.3,93.82,136277.37,4833.09,13.99,0.21,17.8,14,0,0,3.9,1
33,30,1906,0.115,24,3,0,91.3,6.5,6.0,238221.81,6409.11,49.33,0.352,9.7,23,0,1,84.8,1
23,38,126,0.029,14,2,3,42.5,7.0,21.71,393875.14,4382.02,19.89,0.461,11.1,4,1,1,32.4,1
18,74,798,0.453,26,4,3,37.7,2.2,35.41,32930.09,8322.71,97.18,0.342,16.8,1,1,0,34.5,1
2,1,1169,0.125,20,7,0,25.8,3.9,40.21,407143.52,9341.32,11.92,0.034,7.5,4,1,0,21.4,1
40,30,1800,0.009,23,7,3,19.5,2.4,35.57,257751.29,2093.53,41.09,0.436,14.8,14,0,1,55.5,1
31,77,32,0.418,19,9,3,63.9,0.8,4.07,157855.54,8028.85,79.6,0.237,9.8,19,1,1,77.8,1
2,41,1690,0.478,21,7,1,96.6,2.9,77.32,55090.21,3574.98,65.39,0.116,0.0,10,1,0,52.8,1
50,46,1694,0.451,12,3,1,50.9,0.8,85.24,102513.74,9919.44,85.47,0.26,15.9,20,0,1,76.5,1
25,75,1255,0.494,22,0,6,37.0,5.3,92.53,151180.26,1477.86,76.28,0.29,15.4,23,1,0,87.4,1
41,36,382,0.026,13,1,7,23.8,6.0,76.79,3874.82,8781.37,61.74,0.214,6.7,4,1,1,53.4,1
40,72,1336,0.475,19,4,3,3.2,0.6,75.62,221606.93,6920.98,29.63,0.348,1.5,12,0,1,87.2,1
26,64,1750,0.241,13,3,4,37.0,7.6,83.03,226574.02,1072.57,91.25,0.437,13.2,5,0,0,79.0,1
22,7,93,0.462,23,4,2,9.4,6.4,26.99,269264.16,1438.85,95.15,0.195,8.4,16,1,1,87.2,1
19,45,347,0.358,1,7,8,95.5,2.1,44.06,169928.79,6375.71,24.23,0.202,11.7,25,0,0,68.3,1
35,27,927,0.19,17,1,8,94.6,5.4,43.75,364021.95,4831.63,91.81,0.395,9.8,7,1,0,11.2,1
45,31,701,0.362,7,1,2,93.1,1.3,99.66,139164.99,6555.06,62.3,0.327,0.3,11,1,1,52.5,1
16,55,1706,0.462,28,9,6,42.2,7.4,44.02,356471.4,9974.42,57.9,0.234,15.4,29,1,1,17.1,1
50,53,1268,0.413,10,0,8,34.8,4.5,1.57,389040.81,9734.14,70.59,0.276,7.5,8,0,1,71.0,1
28,68,146,0.49,18,10,2,22.9,0.5,53.42,188027.25,3366.83,89.44,0.417,14.3,8,1,0,23.4,1
29,70,1361,0.301,29,5,5,35.9,6.0,81.61,236853.66,2587.61,11.26,0.023,5.6,13,0,0,95.4,1
33,51,784,0.167,15,6,2,13.3,2.9,12.98,22821.65,6786.12,40.88,0.116,2.6,21,1,1,98.1,1
43,65,1532,0.02,25,5,2,42.6,2.4,1.53,208525.65,3424.76,92.6,0.257,11.5,25,1,1,9.4,1
32,10,1585,0.433,2,0,6,71.1,1.4,13.97,179481.39,3329.18,63.57,0.024,13.7,3,0,0,41.8,1
20,20,1041,0.444,15,6,5,29.3,0.4,97.22,419529.86,3426.49,37.89,0.314,6.3,6,0,0,76.3,1
50,58,1358,0.295,15,3,2,31.5,5.9,8.91,103188.09,8428.55,61.21,0.362,18.2,25,0,1,55.9,1
30,80,909,0.313,11,9,2,79.1,4.7,11.83,298174.57,1901.65,62.25,0.485,5.4,4,0,0,84.9,1
12,27,1852,0.241,3,3,5,88.4,7.4,83.47,343937.46,9911.26,69.68,0.195,0.6,22,1,0,88.7,1
45,21,1826,0.291,1,2,2,50.6,7.8,46.53,148313.98,7934.0,14.14,0.438,4.8,7,0,0,36.5,1
42,4,1200,0.058,11,9,6,45.7,2.9,49.01,39759.9,2284.46,39.59,0.455,7.9,24,0,0,70.8,1
50,71,1220,0.4,6,5,8,31.6,0.1,14.08,444169.01,3855.92,21.0,0.045,5.0,7,0,0,15.6,1
26,50,1678,0.043,23,6,6,30.0,7.9,66.08,342017.09,4853.6,64.02,0.383,2.8,7,1,1,44.3,1
40,60,1132,0.422,24,5,8,23.6,7.4,45.08,16194.88,9663.14,53.22,0.248,9.8,16,1,1,3.8,1
28,20,800,0.152,11,8,4,59.9,4.5,64.43,229848.15,3286.27,90.54,0.26,11.0,6,1,1,67.3,1
43,70,833,0.34,11,0,1,62.3,4.5,92.96,235639.65,8043.94,47.93,0.241,17.8,30,0,1,86.2,1
19,72,1010,0.404,14,1,6,80.9,0.4,83.84,232881.49,4207.52,88.63,0.424,16.0,12,0,1,3.6,1
27,56,1958,0.286,20,8,4,85.0,2.2,63.79,462415.23,951.33,34.22,0.382,6.3,21,1,1,52.2,1
30,24,340,0.447,7,10,5,81.0,5.4,64.56,44207.78,1528.93,16.03,0.252,7.0,27,0,1,20.6,1
47,18,1491,0.059,5,1,7,97.5,2.6,60.37,226792.35,2653.29,21.66,0.488,15.2,13,1,0,27.1,1
8,28,1300,0.359,14,4,3,91.6,4.3,40.68,363053.6,7031.58,45.28,0.471,15.1,10,0,1,27.0,1
25,3,1512,0.209,20,10,7,70.8,5.2,68.93,384084.56,1292.09,65.15,0.424,18.4,23,0,1,66.4,1
38,60,775,0.375,23,5,3,80.3,7.8,44.63,157827.6,1966.48,26.37,0.312,10.4,22,1,1,68.6,1
32,25,1580,0.099,24,5,7,41.1,7.9,28.87,151444.92,1848.04,45.05,0.245,4.6,4,0,0,88.7,1
33,59,1732,0.23,18,3,1,46.1,0.4,51.29,231723.56,299.36,22.21,0.453,17.9,27,1,0,18.5,1
37,17,810,0.264,17,9,7,89.1,1.3,92.02,92031.87,3059.01,21.54,0.338,5.7,26,1,0,32.9,1
13,56,1740,0.485,10,9,4,10.3,7.5,61.11,157782.13,2218.88,42.73,0.077,18.3,3,0,1,11.2,1
5,65,1615,0.391,6,4,5,82.2,3.6,82.49,362238.46,3983.35,54.47,0.155,12.5,18,0,1,19.6,1
32,75,949,0.213,6,2,1,51.9,6.5,60.04,447819.97,1243.37,69.7,0.321,19.6,7,1,0,77.0,1
1,48,1535,0.277,1,4,7,49.3,7.9,72.55,49071.27,7156.94,66.73,0.428,13.9,14,0,1,23.3,1
33,21,1293,0.333,1,4,2,18.5,4.6,92.04,416166.9,6042.51,37.85,0.077,11.1,27,1,1,9.5,1
10,9,1890,0.021,4,6,0,38.7,1.3,26.89,391720.49,5944.07,73.5,0.255,2.2,11,1,0,40.0,1
35,0,921,0.24,17,1,2,87.3,7.0,37.23,467469.58,3619.69,73.29,0.466,8.5,5,1,0,45.5,1
6,18,1084,0.286,8,10,5,90.8,2.4,4.86,52660.94,538.69,86.06,0.332,6.3,22,1,1,13.1,1
26,58,1009,0.127,15,6,2,12.7,5.1,98.6,114883.53,7946.36,13.71,0.464,10.5,0,1,1,69.1,1
26,75,1185,0.209,23,1,5,53.4,6.1,37.31,108084.67,3595.46,25.83,0.153,8.7,11,1,0,49.7,1
31,36,196,0.327,13,8,6,96.9,1.8,35.44,112010.69,4355.12,42.79,0.265,0.3,13,0,0,44.5,1
30,26,877,0.175,10,7,7,99.2,7.5,96.06,179478.71,3507.62,61.42,0.347,1.8,1,0,0,78.8,1
6,53,1198,0.014,23,2,8,44.8,0.7,42.45,76828.85,3217.09,87.49,0.289,2.1,5,0,1,4.4,1
32,32,263,0.382,18,9,3,89.3,0.1,13.84,331295.29,6819.29,70.72,0.493,9.9,25,1,0,15.1,1
43,59,321,0.308,9,4,0,42.9,3.4,7.61,277241.61,8591.73,78.3,0.04,7.0,21,1,0,26.5,1
38,69,53,0.202,4,9,2,70.4,3.8,5.77,363635.43,4186.78,31.8,0.423,8.2,5,0,1,7.3,1
45,34,1691,0.273,3,0,8,57.9,3.9,14.51,395605.53,7315.1,57.88,0.241,6.7,25,0,1,69.0,1
50,5,1323,0.111,26,9,0,5.7,4.2,84.49,494235.78,857.83,23.35,0.364,15.4,4,1,1,60.6,1
